raw_text,teencode_ratio
anh cho bạn em ứng tuyển ạ,0.0
Muốn nuôi một bé sinh viên Mình 98 ở Hà Nội đang kinh doanh Nghiêm túc nhé ai có nhu cầu ib,0.0
Cô để cho các cháu kiếm cơm 😂,0.0
nếu ra trg muộn vấn là sv,0.14285714285714285
e 2k7 svien ngành sư phạm ngữ văn a ơiii,0.1
"Bạn em .03 làm kế toán công ty xuất nhập khẩu nhưng tâm hồn sinh viên, mong anh để ý đến bạn em một chút ạ",0.0
Em biết làm hết việc nhà ạ em đang có ý định học thêm 1 chuyên ngành nữa,0.0
anh nuôi nổi em lên thsi (8 năm đi học) thì ib em nhé,0.0
bọn em ạ,0.0
"Chị 95, sinh viên năm 10 đại học tư bản ứng cử, nghiêm túc",0.0
Đủ điều kiện thế thì cứ xếp hàng thôi =))),0.0
"làm kế toán công ty xuất nhập khẩu nhưng tâm hồn sinh viên, mong anh để ý đến bạn em một chút ạ",0.0
em cựu sv có được không ạ 🙌🏻,0.0
Đuổi n thì n đi luôn shop ạ nên muốn nch nhẹ nhàng để cno bảo ban nhau cho e mình n tập chung làm ăn,0.19230769230769232
bé kia thì phải học hành cho xong,0.0
Cửa ko có khoá hả?,0.2
Nói thẳng với thằng e trai là nếu thấy nó dẫn con vớ vẩn đó về lần nữa thì cút xéo,0.0
và khoá cửa luôn khi đi ra ngoài đi em,0.0
"Đánh chìa cả nhà, trừ e trai e ra đc mà bé",0.08333333333333333
E gái mình có mắng 2 đứa n rồi nhưng vẫn vậy,0.08333333333333333
cắt tiền chi tiêu của em bạn,0.0
gọi công an xuống khai báo có người đột nhập phi pháp để có địa chỉ nhà nhỏ đó rồi trả về nơi sản xuất.,0.0
Để lâu nó gài có bầu còn khó giải quyết hơn.,0.0
Bme mình k cho tiền tiêu linh tinh,0.25
chỉ cuối tuần bé kia đi học về thì có xin mẹ mình tiền đi ăn với bạn 2 300 thì vẫn ok nhưng nếu đi ăn uống yêu đương bt thì sẽ k có chuyện gì xảy ra,0.05128205128205128
Ngày trước nhà e mới xây nhà xong nên cửa chưa thể khoá được,0.0
trong ngõ nhà e lúc nào cũng có người và an ninh khá đảm bảo nên k có khoá cửa.,0.05
Giờ thì khoá cửa rồi nhưng e trai e biết chỗ để chía khoá nên vẫn vào được,0.0
"Nhà chị là còn hiền đấy, chứ nhà em là chửi thẳng mặt 2 đứa nó từ lâu rồi.",0.0
"Hoặc là khoá cửa nhốt chúng nó trong phòng cả ngày, ko cho ra ngoài uống nước ăn uống tắm rửa.",0.047619047619047616
"Nấu cơm thì cắt phần 2 đứa nó đi, cái tội đưa con ny về và chỉ ru rú trong phòng",0.0
Đuổi con ranh kia k đc thì nhà mình đuổi cả 2 cno nha,0.21428571428571427
đến lúc k có nhà thì em bạn tự biết chọn gia đình hay chọn gái ý mà,0.05555555555555555
hét hét ảnh bảo con gái không ai như vậy t cũng gửi lời xin lỗi rồi nhưng mà có vẻ ảnh không quan tâm,0.04
rồi ảnh còn đang tìm cách làm thế nào để t k thích ảnh nữa cơ huhu chỉ t cách với thật sự t thích ảnh nhiều lắm,0.14285714285714285
hơn 2 năm rồi ảnh cũng sắp lên cấp 3 nữa cũng khá nhiều người để ý t không muốn mất ảnh đâuu cứu t cộng đồng Threads ơi😭,0.06896551724137931
Mọi người thử kể chuyện tình đơn phương/ tình yêu tuổi học trò của mn đi Tôi tò mò muốn nghe!,0.047619047619047616
TÔI NHỚ ĐC MẶT MÁC TIN RỒI?,0.14285714285714285
"vô cmt chủ tus toàn bị fan martin, fan james lừa.",0.0
Cười vl =))))),0.0
"Thì như ông t, đánh vợ đập con chửi cháu còn đi khoe như thể chiến tích mặc dù người nghe họ tởm ra mặt",0.04
bố mình cx thế tưởng làm theo ý ổng là ngầu là oai nhưng mình với mẹ vẫn luôn bậc lại .,0.047619047619047616
Mình muốn mẹ giải thoát nhưng chị và anh mình lại không muốn gđ tan rã 🙄 thấy mệt mỏi thật,0.05
"It's time to change 👍 thế kỷ 21, trục giá trị thay đổi.",0.0
Chúng ta không còn cần một gia đình có đàn ông gia trưởng nữa,0.0
"đồng cảm, thương 🫂",0.0
"Chuyện hài ngày Tết: Bố tôi đi kể với họ hàng,bạn bè,hàng xóm về việc ông ấy đã tát t và rồi ai cũng biết rằng ông ấy gia trưởng.",0.03333333333333333
bố tui là con 3 nhưng do bác cả thì do cãi nhau với bà nên mn cũng coi như không có,0.045454545454545456
còn bác 2 với bố tui siêu gia trưởng luôn,0.0
"gắng đến lúc đi học,đi làm để thoát khỏi căn nhà ấy thoii",0.0
cực kì ghét,0.0
Thật sự phải nói rằng tôi rất ghét những ông bô gia trưởng bởi vì tôi cũng có một ng cha gia trưởng 💔🥀,0.043478260869565216
yeah đá vía có bố gia trưởng (trưởng nam miền bắc) nhé ạ ✌️✌️🥰,0.0
"giống kiểu địa chủ xưa,thấy địa vị bị đe doạ là dùng bạo lực, quyền lực để trấn áp liền",0.0
ai biết sau lưng ngta bàn tán gì,0.125
t muốn khuyên mẹ li hôn lắm rồi đấy,0.1111111111111111
Gia trưởng hay khoe mắng chửi vợ con trước mặt người khác để tỏ ra mình là ng đứng trên có uy quyền,0.043478260869565216
thử đóng góp ý kiến nhẹ nhàng để thay đổi cái nha là mấy ổng sẽ tự cho rằng vị trí của mình đang bị lung lay,0.0
đối phương đang đe dọa và nổi khùng lên,0.0
"Đm thương bạn vl, t đã căm thù bố t vì cái tánh đó rồi nhưng ko ngờ còn có nhiều hoàn cảnh khốn đốn hơn, đồng cảm 🫂",0.10714285714285714
"t từng phải uống thuốc ng.ủ (nghiêm túc, t bị bệnh và đây là thuốc kê đơn thôi nhe).",0.10526315789473684
T nghe lời bác sĩ uống thử trước 2 viên/lần/ngày xong đêm hôm đó t bị s.ốc thuốc nhẹ.,0.10526315789473684
Hên cửu huyền nhà t thấy t lượn dưới âm phủ nên túm t lại rồi đá đí.t t về vội 🙏🙏🙏🙏🙏 may là không bị làm sao,0.14814814814814814
"Cái này là may nhưng trăm phần tội ngu :))) Mẹ kể hồi còn nhỏ, chắc khoảng 1 tuổi, mình chuyện môn chọc con mèo ở nhà.",0.0
"Cứ lấy đuôi nó cho vào ống chỉ, bữa đó nó khùng lên quay sang cào cho một phát, mẹ bảo chỉ còn mấy mm là vô con mắt rồi.",0.0
Mấy cậu dì mỗi lần nghe lại hay chọc là suýt nữa là thành cướp biển vùng Caribbean rồi 🤣,0.0
chân để nổi lên mặt nước nma bị c bé đấy kéo nên t cứ chìm xuống.,0.17647058823529413
Ê ns tht tưởng lđấy sắp chết r tại uống bnh nước thì may có 1 nhóm mấy ô bơi ra cứu xong kéo 2 đứa vào bờ,0.14285714285714285
k có mấy ổng chắc 2 tụi t chầu trời r t cảm thấy t đã dùng hết may mắn cuộc đời t vào c lần đấy r,0.2857142857142857
Pov : Kể những lần may mắn nhất trong cuộc đời bạn T trước hồi 5 tuổi mẹ t kể là t bị sốt 38 độ rưỡi,0.11538461538461539
vừa vào đến bệnh viện ( ngồi cạnh trưởng khoa ) thì t lên cơn co giật thế là bác sĩ chữa luôn :))),0.047619047619047616
"1 case là vừa bị lay off, 1 case là vì chán.",0.0
Cả hai đều đang expect mức lương 18-20tr.,0.0
Ngành thì nhỏ nên dễ dàng biết mức lương hiện tại của các bạn thấp hơn rất nhiều ↓,0.0
"""Cứ deal lương cao như mức em muốn đi, điều tệ nhất có thể là gì nhỉ?""",0.0
“Nếu em mạnh thì em ko cần theo phe ai.,0.1
Nếu em yếu em cũng ko cần theo phe ai.,0.1
"Người mạnh họ ko cần người yếu, người yếu càng ko thích người mạnh làm thủ lĩnh.",0.11764705882352941
Họ sẽ ko hãm hại em để tạo phốt cho phe khác nắm.,0.07692307692307693
Em chỉ có thể an toàn nếu em trung lập.”,0.0
cười vl con vợ,0.0
"2k2, 2k3 đi làm ĐÒI LƯƠNG 18 - 20tr là có BỊ ẢO không?",0.0
Topic: kể về một ng có mindset đỉnh nhất mà bạn từng gặp,0.07692307692307693
Hôm rồi khi lướt Threads,0.0
mình có đọc được câu chuyện của một chị HR phỏng vấn 2 ứng viên gen Z (sinh năm 2002 & 2003) cho vị trí Junior,0.04
cả hai đều mới tốt nghiệp có kinh nghiệm trainee 3 tháng đi làm công ty kinh nghiệm dưới 6 tháng và muốn nhảy.,0.0
Đm điều tệ nhất là đăng lên threads ạ,0.0
t đi thi bằng lái thi xong thì t bắt xe về nhà t đã chờ cả sáng để đc thi thực hành nhưng ko,0.2
ngta đẩy t sang thi ca chiều và t khóc trước mấy chục con người vì ko cho t thi sớm để về nhà,0.20833333333333334
cũng may là ngta mủi lòng thương châm chước đẩy t thi trước chứ ko t khóc lụt đà nẵng😇,0.2
hãm vị mom,0.0
"Hầu như lần nào t cx khóc âm thầm và 1 mình vì sợ làm phiền mn và khiến bản thân ""tội nghiệp""",0.13043478260869565
nên cũng chả biết cảm giấc ấy như thế nào,0.0
thật ra khóc mà càng bị mắng là vì họ muốn phủ định cảm xúc của bạn thoi.,0.0
"Khóc trong giờ học vì thầy quên cho kiểm tra bù( vì hôm kt t nghỉ), mà hết hki rồi nên thầy nhập đại 5đ.",0.08
Khóc xong thầy thương quá cho 10đ😛,0.0
thi thử đc 6đ văn xong ngồi khóc huhu cô thấy tội quá cho lên... 7đ 🤣,0.0625
TOPIC: HÃY KỂ RA 1 LẦN CHÚNG MÀY THẤY KHÓC ĐÚNG LÚC ĐÚNG THỜI ĐIỂM LẠI CÓ TÁC DỤNG SIÊU PEAK ĐI,0.0
Đa số là vô nghĩa luôn á bác=)))) Càng khót càng bị mắng mà lúc nín xong nghĩ lại thấy quê vl💔,0.0
siêu đồng cảm tại t cũng từng bị blhđ vì thằng mà nhỏ kia thích tỏ ra thân thiết với t nên nhỏ đó ghét t^^ tối về t chỉ biết khóc 1 mình giờ thì đỡ roi,0.10526315789473684
Uh ok nhà bác học,0.2
"ụa tui lúc nào nói mà ko đúng, có mặt bà lì ko thèm nghe á",0.125
"Nhiều khi nghĩ nói dối v cũng k mất dì mà k làm bồ giận, chứ k hẳn là có ý xấu.",0.18181818181818182
Nhma chúng toi muốn nghe lời thành thật,0.125
có thể là giận nhma ít ra chúng toii biết đuộc các anh đang nói thật nên chúng toii thấy an toàn hơn 🥹,0.043478260869565216
"Ncl nhiều lí do dẫn đến vc nói dối, nma để bị phát hiện thì trường hợp nào cũng vậy th, bạn sẽ ăn cức💩",0.12
thành thật được khoan hồng =))) chứ nói dối k tốt chút lào,0.08333333333333333
"Thật sự khi chị em chúng t hỏi thì các anh nên thành thật Tụi này sẽ bỏ qua nếu ""được nghe""sự thật và thái độ nhận lỗi.",0.03571428571428571
Chứ biết thừa luôn,0.0
"Nma ai chả ph nói dối nhỉ, hồi có ny mình nói dối mẹ đi chơi với ny mà...",0.10526315789473684
[GÓC THẮC MẮC] Tại sao mấy ông con trai lại có cái suy nghĩ nói dối ny để đỡ bị giận z???,0.045454545454545456
:))) ý là cả kể chị e chúng toi có giận thì cũng chỉ tại thời điểm đấy thôi chứ nói dối thế sau mà chúng toi phát hiện ra thì chuyện lúc đấy là to rồi nha :))),0.0
con gái ngta đã biết r thì ngta mới hỏi,0.3
chủ yếu để xem đối phương có muốn nói thật với mình ko thôi nma ko hiểu sao vẫn chọn nói dối.,0.13636363636363635
Mà nếu ko muốn ngta bt thì đừng có làm:))))),0.3
"Được rồi, tôi đã đăng lại.",0.0
Xin đừng nói nữa 😭,0.0
nó sợ bị phát hiện nên mới biện minh như thế thôi =))),0.0
Ê bà này nói đúng ý tui :)))),0.0
Chắc do t bị ngu nên đứa nào mà hỏi hỏi tí là t khai tuốt tuồn tuột 💔😞 (ý là kể chiện gd có mức độ và cũng thân quen ở 1 mức độ nào đó),0.08333333333333333
real má kiểu dễ nch tí cảm giác kể đc là kể luôn=),0.15384615384615385
cái giống gì cũng biết 🤡,0.0
mới lỡ chiều nay,0.0
"MOI HẾT RUỘT GAN RA ĐỂ KỂ VÌ NGHĨ LÀ BẠN THÂN, ĐÃ HỐI HẬN🙌🏻",0.0
"FACT: CÓ THÂN CỠ NÀO CŨNG KHÔNG ĐƯỢC KỂ CHUYỆN GIA ĐÌNH, RÕ CHƯA CÁC CON VK !",0.058823529411764705
kể hết cuộc đời rồi giờ sao,0.0
"thề sai lầm vcl 🙏🏻 chơi thân gần 3 năm,tin tưởng mới dám kể :) ai ngờ nó chơi cho 1 vố nhớ đời",0.0
"t thấy lúc soft nhất là ảnh bảo "" thích gì cứ mua , anh để nhiều tiền đi chơi với em lắm "" mà lúc đó là first date",0.037037037037037035
"Ny mình hỏi em có bóc được card Martin ko và thấy mình cười nên ảnh ""vậy là bóc trúng rồi"" r ảnh còn cười toe toét hơn mình",0.06896551724137931
Siêu nhẹ nhành và ngọt ngào cấp 3 + đại học nắng mưa đều đưa đi rước về nhậu say anh đón,0.0
tết vừa rồi nhập viện từ 29 đến m4 anh trông miết lúc nào cũng Anh đây .,0.0
thg ck mình kê tay cho mình ngủ tới sáng,0.2
mỏi quá thì ngồi dậy đổi bên =))) xong t cựa mình thì vỗ nhẹ lưng t cho t vô giấc lại,0.14285714285714285
mà t ngủ mê quá là t sẽ tự động tách ra để ngủ 1 chỗ rộng hơn thì ck t sẽ kéo t lại ôm tiếp,0.18518518518518517
qtrong là luôn giữ ấm cho t lun,0.375
"nhà mình thanh mai trúc mã từ bé, mối tình đầu kẹo bông, học trò r trưởng thành cùng nhau, siêu soft nổi tiếng yêu chiều mình.",0.037037037037037035
"Giờ 2 mụn con rồi muốn báo công an, lười vch :))) nhắc nhở thì bảo em thấy ai câu đc cá còn cho ăn mồi ko.",0.07692307692307693
"các em gái đang iu tranh thủ ""củ hành"" vào nhé, lấy về lười chảy thây ra đấy 😆",0.0
đọc cmt mới biết phải cho bản thân thời gian vì những điều tốt đẹp thường đến muộn,0.0
Kể về 1 hành động mà bạn thấy siêu soft đến từ ny✅,0.0
"Quen nhau từ năm lớp 10, đến này gần 20 năm yêu nhau, cưới đc 10 năm, vẫn chăm chỉ lột vỏ tôm và lột cua cho mình.",0.03571428571428571
・T k muốn có con t có chia sẻ với ẻm xong ẻm bảo ksao còn nghiên cứu cả cách thắt ống ctct nữa,0.16666666666666666
"Khổ thân quá, giờ cuộc sống E ổn chưa??",0.0
Trải qua từng ấy chuyện nhưng bạn vẫn là một người tử tế thì rất đáng quý trọng,0.0
dạ con cảm ơn cô!,0.0
Chúc em mọi điều tốt đẹp trong cuộc sống.,0.0
ủa bà này xưa hay up hình trong group lắm ak xịn vãi còn tự may crochet nữa cơ,0.05263157894736842
"Respect bạn 🔥🔥🔥 chúc bạn năm mới nhiều sức khoẻ và bình an, hãy giữ trái tim luôn kiên cường như vậy nha 👍👍",0.0
Đúng rồi chính là toyyy :>>>,0.0
Ôm bạn một cái nhé🫶 năm mới chúc bạn nhiều sức khỏe và may mắn ạ🥰,0.0
Cuộc sống có nhiều cám dổ khi con thiếu thốn quá nhiều từ tc,0.07142857142857142
đến vận chất nhg con đầy nghị lực tin vào bản thân ko sa ngả để đánh đổi khi là con gái Chúc con vui khỏe,0.07692307692307693
hp với nhg gì mình đả làm được và nhg ngày tháng tiếp theo con sẻ trưởng thành và thành công hơn trg cuộc sống,0.16
Khoảnh khắc tất cả mọi thứ tồi tệ đến cùng 1 lúc,0.0
người yêu không chung thuỷ + bất ngờ nhận ra công việc chính ko là đam mê + thi chứng chỉ TA thì bị móc túi mất cccd & 3 triệu tiền mặt.,0.03333333333333333
Là mình của tháng 3 năm ấy.,0.0
Nhìn lại vẫn thấy hoài niệm.,0.0
Chính mình của khoảnh khắc đó quyết tâm thay đổi để có mình của bây giờ.,0.0
"Không có tiền, tới tháng không mua được băng vệ sinh, chỉ biết nằm lót áo dưới mông cho máu chảy.",0.0
"Sao lại bỏ nhà đi á b, mong b có csống hiện giờ ổn hơn nè",0.125
"15 tuổi bỏ nhà đi, 39kg chạy bàn quán nhậu phải xách két bia, thùng lắc xê cho khách.",0.0
"Tháng đầu chưa có lương chật vật ăn ngủ tắm rửa ở quán net, hết tiền đi net thì ngủ bụi ngoài đường.",0.0
Vào làm được hai tuần thì quán cho ngủ lại trên gác của một cái phòng bé xíu không có nhà tắm,0.0
phải tắm trong nhà vệ sinh bằng vòi xịt.,0.0
(1) Kể về khoảnh khắc khó khăn nhất cuộc đời bạn?,0.0
Đúng nha 😭,0.0
